combined	chromosome	haplotype	region	subtelomeric	acrocentric	repeat	gene
5218	20	1	18	6	7	13	1
5219	20	2	17	6	7	6	3
5220	26	2	12	6	6	10	3
5221	26	2	12	6	6	10	2
5222	20	2	18	6	7	17	2
5223	20	2	8	6	7	8	2
5224	20	2	20	4	7	10	2
5225	20	2	20	6	7	3	2
5226	20	2	18	6	7	11	1
5227	20	2	18	6	7	17	3
5228	20	2	9	6	7	15	3
5229	20	2	9	6	7	16	3
5230	20	2	20	6	7	15	3
5231	20	1	9	6	7	8	2
5232	20	1	9	6	7	20	2
5233	20	1	9	6	7	12	2
5234	20	1	9	6	7	6	2
5235	20	1	9	6	7	10	2
5236	20	1	9	6	7	20	1
5237	20	1	9	6	7	7	2
5238	20	1	9	6	7	20	3
5239	20	1	9	6	7	8	3
5240	20	1	9	6	7	6	3
5241	20	1	9	6	7	12	3
5242	20	1	9	6	7	10	3
5243	20	1	9	6	7	3	3
5244	20	1	9	6	7	10	1
5245	20	1	9	6	7	7	3
5246	20	1	9	6	7	6	1
5247	20	1	9	6	7	8	1
5248	20	1	9	6	7	12	1
5249	20	1	9	6	7	1	2
5250	20	1	9	6	7	3	2
5251	20	1	9	6	7	4	2
5252	20	2	9	6	7	3	2
5253	20	1	9	6	7	2	3
5254	20	1	9	6	7	16	3
5255	20	1	9	6	7	13	3
5256	20	1	9	6	7	16	2
5257	20	2	9	6	7	16	2
5258	20	1	9	6	7	16	1
5259	20	2	9	6	7	16	1
5260	20	2	9	6	7	17	2
5261	20	1	9	6	7	4	3
5262	20	1	9	6	7	13	2
5263	25	2	9	6	7	13	2
5264	20	1	9	6	7	2	2
5265	20	2	17	6	7	20	3
5266	20	2	9	6	7	1	2
5267	20	2	9	6	7	15	1
5268	20	2	15	6	7	20	3
5269	20	1	15	6	7	20	3
5270	20	1	14	6	7	20	3
5271	20	2	14	6	7	20	3
5272	20	1	8	6	7	20	3
5273	20	1	9	2	7	20	3
5274	20	1	9	4	7	20	3
5275	20	2	9	6	7	17	1
5276	20	2	17	6	7	20	1
5277	20	1	8	6	7	8	3
5278	20	2	8	6	7	20	3
5279	20	2	15	6	7	8	3
5280	20	1	15	6	7	8	3
5281	20	1	8	6	7	6	3
5282	20	1	5	6	7	20	3
5283	20	2	5	6	7	20	3
5284	20	1	5	6	7	6	3
5285	20	1	5	6	7	8	3
5286	20	2	5	6	7	8	2
5287	20	2	6	6	7	20	3
5288	20	1	5	6	7	10	3
5289	20	2	5	6	7	10	2
5290	20	2	5	6	7	10	3
5291	20	1	5	6	7	4	3
5292	20	2	5	6	7	20	2
5293	20	2	17	6	7	10	3
5294	20	2	17	6	7	6	2
5295	20	1	5	6	7	7	3
5296	20	2	17	6	7	7	2
5297	20	2	5	6	7	7	3
5298	26	2	6	6	7	11	3
5299	20	1	3	6	7	20	3
5300	20	2	3	6	7	20	3
5301	20	2	4	6	7	20	3
5302	20	1	1	6	7	20	3
5303	20	2	1	6	7	20	3
5304	20	2	2	6	7	20	3
5305	20	1	2	6	7	20	3
5306	20	1	3	6	7	10	3
5307	20	1	3	6	7	6	3
5308	20	1	7	6	7	20	3
5309	20	2	16	6	7	20	3
5310	20	1	14	6	7	8	3
5311	20	2	17	6	7	20	2
5312	20	2	17	6	7	8	3
5313	20	1	3	6	7	8	3
5314	20	1	12	6	7	20	3
5315	20	1	9	6	7	3	1
5316	20	2	9	6	7	7	3
5317	20	1	9	6	7	7	1
5318	20	2	9	6	7	9	3
5319	20	2	19	6	7	8	2
5320	20	1	19	6	7	8	2
5321	20	2	19	6	7	20	2
5322	20	1	19	6	7	20	2
5323	20	1	19	6	7	6	2
5324	20	2	19	6	7	6	2
5325	20	1	19	6	7	20	1
5326	20	2	19	6	7	20	1
5327	20	2	19	6	7	12	1
5328	20	1	19	6	7	12	1
5329	20	2	19	6	7	12	3
5330	20	1	19	6	7	12	3
5331	20	2	19	6	7	20	3
5332	20	1	19	6	7	20	3
5333	20	2	19	6	7	8	3
5334	20	1	19	6	7	8	3
5335	20	2	19	6	7	10	2
5336	20	1	19	6	7	10	3
5337	20	2	19	6	7	10	3
5338	20	2	19	6	7	6	3
5339	20	1	19	6	7	6	3
5340	20	2	19	6	7	11	2
5341	20	2	19	6	7	12	2
5342	20	2	19	6	7	15	2
5343	20	1	19	6	7	10	2
5344	20	2	19	6	7	6	1
5345	20	2	19	6	7	8	1
5346	20	1	19	6	7	12	2
5347	20	2	19	6	7	15	1
5348	20	2	19	6	7	10	1
5349	20	1	19	6	7	10	1
5350	20	2	19	6	7	11	1
5351	20	1	19	6	7	8	1
5352	20	1	19	6	7	6	1
5353	20	1	19	6	7	1	2
5354	20	2	19	6	7	1	2
5355	20	1	19	6	7	7	2
5356	20	2	19	6	7	7	2
5357	20	2	19	6	7	7	1
5358	20	2	19	6	7	15	3
5359	20	2	19	6	7	11	3
5360	20	2	19	2	7	20	2
5361	30	2	19	3	7	20	2
5362	20	1	19	2	7	20	2
5363	20	1	19	2	7	20	1
5364	20	2	19	6	7	9	2
5365	20	2	19	6	7	3	2
5366	20	2	19	6	7	17	2
5367	20	1	19	6	7	16	3
5368	20	1	19	2	7	20	3
5369	20	1	19	6	7	13	2
5370	20	1	19	6	7	16	2
5371	20	1	19	6	7	3	2
5372	20	1	19	6	7	7	1
5373	20	2	19	6	7	16	2
5374	20	2	19	6	7	16	3
5375	20	1	19	6	7	2	3
5376	20	1	19	6	7	13	3
5377	20	1	19	6	7	4	2
5378	20	1	19	6	7	1	3
5379	20	1	19	6	7	3	1
5380	20	1	19	6	7	3	3
5381	20	1	19	6	7	7	3
5382	20	1	19	6	7	4	3
5383	20	1	19	4	7	20	2
5384	20	1	19	6	7	1	1
5385	20	1	19	6	7	2	2
5386	20	1	19	6	7	16	1
5387	20	2	19	6	7	7	3
5388	20	1	19	6	7	4	1
5389	20	2	19	6	7	9	3
5390	20	2	19	6	7	2	2
5391	26	2	9	6	1	2	2
5392	20	1	19	6	7	13	1
5393	20	2	19	6	7	3	1
5394	20	1	19	4	7	10	3
5395	20	1	19	4	7	20	3
5396	30	2	19	6	6	8	1
5397	30	2	19	6	3	8	2
5398	26	2	2	6	7	11	3
5399	20	1	19	6	7	2	1
5400	25	2	15	6	7	6	3
5401	20	2	19	6	7	17	3
5402	20	1	19	3	7	20	3
5403	20	2	19	3	7	20	3
5404	21	1	18	3	7	20	3
5405	21	1	18	6	7	20	3
5406	21	1	18	4	7	20	3
5407	21	1	18	6	7	6	3
5408	21	1	18	6	7	20	1
5409	21	1	18	6	7	20	2
5410	21	1	18	6	7	6	2
5411	21	1	18	6	7	12	3
5412	21	1	18	6	7	8	3
5413	21	1	18	6	7	10	1
5414	21	1	18	6	7	10	3
5415	21	2	20	6	7	20	2
5416	21	2	20	6	7	6	2
5417	21	2	18	6	7	6	3
5418	21	1	18	6	7	8	2
5419	21	1	18	6	7	16	1
5420	21	1	18	6	7	12	2
5421	21	1	18	6	7	16	2
5422	21	1	18	6	7	8	1
5423	21	2	18	6	7	8	2
5424	21	1	18	6	7	10	2
5425	21	1	18	6	7	12	1
5426	21	1	18	6	7	3	3
5427	21	1	18	2	7	20	3
5428	26	2	18	2	7	20	1
5429	21	2	18	2	7	20	3
5430	21	2	18	6	7	20	3
5431	21	2	18	6	7	10	3
5432	21	1	18	4	7	10	2
5433	21	1	18	4	7	20	2
5434	21	1	18	2	7	20	2
5435	21	1	18	6	7	6	1
5436	21	1	18	6	7	7	3
5437	21	2	20	6	7	8	1
5438	21	2	18	6	7	6	2
5439	21	2	18	6	7	20	2
5440	21	2	20	6	7	8	2
5441	21	2	18	6	7	8	1
5442	21	1	18	6	7	13	1
5443	21	2	18	6	7	20	1
5444	21	2	18	6	7	8	3
5445	21	2	20	6	7	8	3
5446	21	2	20	6	7	10	3
5447	21	2	18	6	7	10	2
5448	21	2	18	6	7	6	1
5449	21	2	9	6	7	10	3
5450	21	2	20	6	7	20	1
5451	21	2	18	6	7	10	1
5452	21	2	18	6	7	11	3
5453	21	2	9	6	7	8	2
5454	21	2	20	6	7	11	2
5455	21	2	20	6	7	20	3
5456	21	2	18	6	7	12	2
5457	21	1	18	6	7	7	2
5458	21	1	18	6	7	2	3
5459	21	2	18	6	7	2	3
5460	21	2	20	6	7	7	3
5461	21	2	20	6	7	9	1
5462	21	2	18	6	7	7	2
5463	21	2	9	6	7	8	3
5464	21	2	20	6	7	10	2
5465	21	1	18	6	7	3	2
5466	21	2	9	6	7	3	2
5467	21	1	18	6	7	16	3
5468	21	2	20	6	7	6	3
5469	21	2	20	6	7	10	1
5470	21	2	20	6	7	6	1
5471	21	2	20	6	7	11	3
5472	21	2	9	6	7	20	2
5473	21	2	20	6	7	12	3
5474	21	2	9	6	7	20	3
5475	21	2	18	6	7	11	1
5476	21	2	18	6	7	11	2
5477	21	2	18	6	7	12	3
5478	21	2	9	6	7	6	2
5479	21	2	20	6	7	12	2
5480	21	2	18	6	7	17	2
5481	21	2	9	6	7	6	3
5482	21	2	9	6	7	7	2
5483	21	1	18	6	7	2	2
5484	21	2	5	6	7	8	2
5485	21	2	8	6	7	20	2
5486	21	2	20	6	7	16	2
5487	21	2	20	6	7	7	2
5488	21	1	18	6	7	13	3
5489	21	2	20	6	7	15	3
5490	21	2	20	6	7	12	1
5491	21	2	9	6	7	10	2
5492	21	2	9	6	7	12	2
5493	21	1	18	6	7	3	1
5494	21	2	9	6	7	11	2
5495	21	2	18	6	7	15	3
5496	21	2	18	6	7	9	3
5497	21	2	18	6	7	7	3
5498	21	2	9	6	7	6	1
5499	21	2	18	6	7	12	1
5500	21	2	9	6	7	20	1
5501	21	1	18	6	7	1	2
5502	21	2	5	6	7	10	3
5503	21	2	20	6	7	11	1
5504	21	2	9	6	7	15	2
5505	21	1	18	6	7	7	1
5506	21	2	5	6	7	6	2
5507	21	1	18	6	7	4	1
5508	21	2	5	6	7	6	3
5509	21	2	9	6	7	10	1
5510	21	2	9	6	7	12	3
5511	21	2	20	6	7	9	3
5512	21	2	20	6	7	15	2
5513	21	2	20	6	7	9	2
5514	21	2	18	6	7	15	2
5515	30	2	20	6	6	10	3
5516	21	1	18	6	7	4	2
5517	21	1	18	6	7	1	3
5518	21	1	18	6	7	4	3
5519	21	2	9	6	7	8	1
5520	21	1	18	6	7	13	2
5521	21	2	20	6	7	3	2
5522	21	2	8	6	7	20	3
5523	21	2	17	6	7	20	3
5524	21	2	18	6	7	1	2
5525	21	2	18	6	7	1	1
5526	21	1	18	6	7	1	1
5527	21	2	20	6	7	1	1
5528	21	2	20	6	7	15	1
5529	21	2	9	6	7	11	3
5530	21	2	17	6	7	8	3
5531	25	2	18	6	7	2	3
5532	21	2	20	6	7	1	2
5533	21	2	18	6	7	16	3
5534	26	2	18	6	6	11	3
5535	21	1	9	6	7	20	1
5536	21	1	9	6	7	20	3
5537	21	1	9	6	7	20	2
5538	21	1	9	6	7	8	3
5539	21	1	9	6	7	6	3
5540	21	1	9	6	7	12	3
5541	21	1	9	6	7	8	2
5542	21	1	9	6	7	8	1
5543	21	1	9	6	7	6	1
5544	21	1	9	6	7	6	2
5545	21	1	9	6	7	12	2
5546	21	1	9	6	7	10	2
5547	21	1	9	6	7	12	1
5548	21	1	9	6	7	10	3
5549	21	1	9	6	7	10	1
5550	21	1	9	6	7	3	3
5551	21	2	9	6	7	9	2
5552	21	1	9	6	7	2	3
5553	21	1	9	6	7	7	2
5554	21	1	9	6	7	4	2
5555	21	1	9	6	7	7	1
5556	21	2	17	6	7	6	2
5557	21	1	9	6	7	16	1
5558	21	1	9	6	7	16	3
5559	21	1	9	6	7	4	3
5560	21	1	9	6	7	13	3
5561	21	1	9	6	7	3	2
5562	21	1	9	6	7	2	2
5563	21	1	9	6	7	1	2
5564	21	1	9	6	7	7	3
5565	21	2	17	6	7	6	3
5566	21	2	9	6	7	15	3
5567	21	1	9	6	7	1	3
5568	21	1	5	6	7	20	3
5569	21	2	5	6	7	20	3
5570	21	1	5	6	7	6	3
5571	21	1	5	6	7	7	3
5572	21	1	5	6	7	8	3
5573	21	2	5	6	7	8	3
5574	21	2	6	6	7	20	3
5575	21	2	17	6	7	20	2
5576	21	1	5	6	7	12	3
5577	21	2	17	6	7	12	3
5578	21	2	5	6	7	20	2
5579	21	2	17	6	7	16	2
5580	21	2	17	6	7	20	1
5581	21	2	5	6	7	20	1
5582	21	2	9	6	7	16	3
5583	21	2	9	6	7	11	1
5584	21	2	9	6	7	12	1
5585	21	2	9	6	7	17	3
5586	21	2	9	6	7	3	3
5587	21	2	9	6	7	1	2
5588	21	2	9	6	7	9	3
5589	21	2	9	6	7	16	2
5590	21	2	9	6	7	1	3
5591	21	1	9	6	7	16	2
5592	21	2	9	6	7	16	1
5593	21	1	8	6	7	20	3
5594	21	1	5	6	7	10	3
5595	21	2	5	6	7	6	1
5596	21	1	5	6	7	6	1
5597	21	1	5	6	7	6	2
5598	21	1	5	6	7	20	2
5599	21	1	5	6	7	20	1
5600	21	1	5	6	7	8	2
5601	21	1	5	6	7	10	2
5602	21	1	5	6	7	12	2
5603	21	2	5	6	7	10	2
5604	21	2	3	6	7	20	3
5605	21	1	3	6	7	20	3
5606	21	2	4	6	7	20	3
5607	21	2	2	6	7	20	3
5608	21	1	2	6	7	20	3
5609	21	1	1	6	7	20	3
5610	21	2	1	6	7	20	3
5611	21	1	5	6	7	4	3
5612	21	2	5	6	7	10	1
5613	21	2	5	6	7	8	1
5614	21	2	9	6	7	7	3
5615	21	1	9	6	7	3	1
5616	21	1	19	6	7	20	3
5617	21	1	19	6	7	8	3
5618	21	1	19	6	7	6	3
5619	21	2	19	6	7	6	2
5620	21	2	19	6	7	6	3
5621	21	2	19	6	7	20	3
5622	21	1	19	6	7	20	1
5623	21	1	19	6	7	20	2
5624	21	1	19	6	7	8	2
5625	21	1	19	6	7	6	2
5626	21	2	19	6	7	8	2
5627	21	2	19	6	7	20	1
5628	21	1	19	6	7	12	1
5629	21	1	19	6	7	6	1
5630	21	1	19	6	7	10	3
5631	21	1	19	6	7	12	3
5632	21	2	19	6	7	8	3
5633	21	2	19	6	7	12	3
5634	21	2	19	6	7	10	2
5635	21	1	19	6	7	3	1
5636	21	1	19	6	7	8	1
5637	21	1	19	6	7	10	1
5638	21	2	19	6	7	8	1
5639	21	1	19	6	7	12	2
5640	21	1	19	6	7	10	2
5641	21	1	19	6	7	4	1
5642	21	1	19	6	7	4	2
5643	21	1	19	6	7	7	2
5644	21	2	19	6	7	20	2
5645	21	1	19	6	7	3	2
5646	21	2	19	6	7	12	2
5647	21	1	19	6	7	7	3
5648	21	2	19	6	7	11	3
5649	21	1	19	6	7	3	3
5650	21	2	19	6	7	10	3
5651	21	2	19	6	7	17	2
5652	21	2	19	6	7	7	1
5653	30	2	9	6	1	7	3
5654	21	2	19	6	7	12	1
5655	21	1	19	6	7	7	1
5656	21	2	19	6	7	6	1
5657	21	2	19	6	7	10	1
5658	21	2	19	6	7	15	2
5659	21	2	19	6	7	11	2
5660	21	2	19	6	7	7	2
5661	21	2	19	6	7	7	3
5662	21	1	19	6	7	13	2
5663	21	1	19	6	7	4	3
5664	21	1	19	6	7	16	2
5665	21	1	19	6	7	2	2
5666	21	1	19	2	7	20	3
5667	21	2	19	6	7	3	2
5668	21	1	19	6	7	1	3
5669	21	1	19	6	7	16	3
5670	21	1	19	6	7	2	3
5671	21	1	19	6	7	2	1
5672	21	2	19	6	7	15	3
5673	21	1	19	6	7	1	2
5674	21	2	19	6	7	9	1
5675	21	2	19	6	7	11	1
5676	21	1	19	6	7	13	3
5677	21	2	19	6	7	9	2
5678	21	1	19	6	7	16	1
5679	21	1	19	2	7	20	2
5680	21	2	19	2	7	20	3
5681	21	1	19	6	7	1	1
5682	21	2	19	6	7	15	1
5683	21	2	19	6	7	4	3
5684	21	2	19	6	7	2	2
5685	21	2	19	6	7	16	2
5686	21	2	19	6	7	16	3
5687	21	1	19	6	7	13	1
5688	26	2	19	6	7	13	1
5689	21	1	19	4	7	20	1
5690	21	1	19	4	7	20	3
5691	21	1	19	3	7	20	3
5692	22	1	18	3	7	20	3
5693	22	1	18	6	7	20	3
5694	22	1	18	4	7	20	3
5695	22	1	18	4	7	20	2
5696	22	1	18	6	7	20	1
5697	22	1	18	6	7	20	2
5698	22	1	18	6	7	6	2
5699	22	1	18	6	7	8	2
5700	22	1	18	6	7	12	2
5701	22	1	18	6	7	6	3
5702	22	1	18	6	7	12	3
5703	22	1	18	6	7	10	3
5704	22	1	18	6	7	8	3
5705	22	1	18	6	7	10	1
5706	22	1	18	6	7	8	1
5707	22	1	18	6	7	1	3
5708	22	2	18	6	7	8	2
5709	22	2	20	6	7	6	2
5710	22	2	20	6	7	6	3
5711	22	2	9	6	7	8	2
5712	22	1	18	6	7	10	2
5713	22	2	18	6	7	20	2
5714	22	2	18	6	7	10	2
5715	22	1	18	2	7	20	2
5716	22	1	18	6	7	6	1
5717	22	1	18	6	7	12	1
5718	22	2	20	6	7	8	2
5719	22	2	18	6	7	6	2
5720	22	2	18	6	7	20	1
5721	22	2	20	6	7	8	3
5722	22	2	20	6	7	8	1
5723	22	2	18	6	7	20	3
5724	22	2	20	6	7	10	2
5725	22	2	9	6	7	10	2
5726	22	1	18	6	7	4	2
5727	22	2	5	6	7	6	2
5728	22	1	18	6	7	16	2
5729	22	2	20	6	7	12	2
5730	22	2	20	6	7	12	1
5731	22	2	18	6	7	12	2
5732	22	2	20	6	7	20	2
5733	22	2	9	6	7	20	2
5734	22	2	20	6	7	20	3
5735	22	1	18	6	7	3	2
5736	22	2	20	6	7	11	2
5737	22	2	18	6	7	8	3
5738	22	1	18	6	7	2	3
5739	22	2	9	6	7	12	2
5740	22	2	20	6	7	11	1
5741	22	2	18	6	7	8	1
5742	22	2	18	6	7	11	2
5743	22	2	20	6	7	15	1
5744	22	2	9	6	7	6	2
5745	22	2	18	6	7	6	1
5746	22	2	20	6	7	15	2
5747	22	2	18	6	7	6	3
5748	22	2	20	6	7	10	3
5749	22	2	9	6	7	11	3
5750	22	1	18	6	7	7	1
5751	22	1	18	6	7	7	2
5752	22	2	18	6	7	12	3
5753	22	2	18	6	7	15	3
5754	22	2	20	6	7	6	1
5755	22	2	20	6	7	20	1
5756	22	2	18	6	7	10	1
5757	22	2	9	6	7	20	1
5758	22	2	9	6	7	6	3
5759	22	2	9	6	7	10	3
5760	22	1	18	6	7	16	3
5761	22	2	18	6	7	12	1
5762	22	2	18	6	7	9	2
5763	22	2	9	6	7	8	1
5764	22	1	18	6	7	2	2
5765	22	1	18	6	7	3	1
5766	22	1	18	6	7	3	3
5767	22	2	9	6	7	11	2
5768	22	1	18	6	7	7	3
5769	22	2	9	6	7	8	3
5770	22	2	20	6	7	10	1
5771	22	2	9	6	7	10	1
5772	22	2	9	6	7	6	1
5773	22	2	9	6	7	20	3
5774	22	2	9	6	7	9	2
5775	22	2	18	6	7	10	3
5776	22	1	18	6	7	13	3
5777	22	2	18	6	7	15	2
5778	22	1	18	6	7	4	3
5779	22	2	9	6	7	12	3
5780	22	2	18	6	7	16	2
5781	22	2	18	6	7	7	3
5782	22	2	20	6	7	11	3
5783	22	2	20	6	7	7	2
5784	22	2	18	6	7	11	3
5785	22	2	18	6	7	4	2
5786	22	2	3	6	7	6	2
5787	22	2	20	6	7	7	3
5788	22	2	9	6	7	7	3
5789	22	2	20	6	7	9	2
5790	22	2	18	6	7	3	2
5791	22	2	18	6	7	2	2
5792	22	2	20	6	7	2	2
5793	22	2	20	6	7	12	3
5794	22	1	18	6	7	16	1
5795	22	1	18	6	7	13	2
5796	22	2	5	6	7	10	3
5797	22	2	8	6	7	20	1
5798	22	2	8	6	7	20	2
5799	22	2	9	6	7	11	1
5800	22	2	18	6	7	7	2
5801	22	2	9	6	7	7	2
5802	22	2	9	6	7	16	2
5803	22	2	8	6	7	10	1
5804	22	2	8	6	7	10	2
5805	22	2	9	6	7	15	2
5806	22	2	18	6	7	11	1
5807	22	1	18	6	7	1	1
5808	22	2	20	6	7	3	2
5809	22	2	18	6	7	15	1
5810	22	1	18	6	7	1	2
5811	22	2	20	6	7	15	3
5812	22	1	18	6	7	2	1
5813	22	2	20	6	7	16	2
5814	22	2	10	6	7	10	3
5815	22	2	9	6	7	12	1
5816	26	2	18	6	4	1	1
5817	22	2	5	6	7	6	3
5818	22	2	3	6	7	6	3
5819	22	2	20	6	7	3	3
5820	22	2	20	6	7	9	1
5821	22	1	18	4	7	10	2
5822	22	1	18	6	7	13	1
5823	22	2	9	6	7	15	3
5824	22	1	9	6	7	20	2
5825	22	1	9	6	7	8	2
5826	22	1	9	6	7	12	2
5827	22	1	9	6	7	6	2
5828	22	1	9	6	7	10	2
5829	22	1	9	6	7	20	1
5830	22	1	9	6	7	20	3
5831	22	1	9	6	7	12	3
5832	22	1	9	6	7	8	3
5833	22	1	9	6	7	10	3
5834	22	1	9	6	7	6	3
5835	22	2	17	6	7	6	3
5836	22	1	9	6	7	6	1
5837	22	1	9	6	7	10	1
5838	22	1	9	6	7	3	2
5839	22	1	9	6	7	12	1
5840	22	1	9	6	7	16	3
5841	22	2	17	6	7	10	3
5842	22	1	9	6	7	1	3
5843	22	1	9	6	7	8	1
5844	22	1	9	6	7	1	2
5845	22	1	9	6	7	16	2
5846	22	1	9	6	7	7	2
5847	22	2	17	6	7	20	2
5848	22	1	8	6	7	20	2
5849	22	1	8	6	7	10	2
5850	22	1	8	6	7	10	1
5851	22	1	8	6	7	20	1
5852	22	1	9	6	7	13	2
5853	22	1	9	6	7	3	1
5854	22	1	9	6	7	7	3
5855	22	2	9	6	7	2	2
5856	22	1	9	6	7	2	2
5857	22	1	9	6	7	3	3
5858	22	1	9	6	7	2	3
5859	22	1	9	6	7	1	1
5860	22	1	9	6	7	4	2
5861	22	2	9	6	7	13	3
5862	22	1	9	6	7	13	3
5863	22	2	17	6	7	16	2
5864	22	2	17	6	7	17	2
5865	22	1	10	6	7	20	2
5866	22	1	10	6	7	20	1
5867	22	2	9	6	7	1	3
5868	22	1	5	6	7	20	3
5869	22	2	5	6	7	20	3
5870	22	1	5	6	7	8	3
5871	22	1	10	6	7	20	3
5872	22	2	10	6	7	20	3
5873	22	1	10	6	7	10	3
5874	22	1	10	6	7	8	3
5875	22	2	6	6	7	20	3
5876	22	1	5	6	7	6	3
5877	22	1	5	6	7	10	3
5878	22	2	5	6	7	10	2
5879	22	2	17	6	7	6	2
5880	22	1	5	6	7	7	3
5881	22	1	3	6	7	20	3
5882	22	2	3	6	7	20	3
5883	22	2	4	6	7	20	3
5884	22	2	2	6	7	20	3
5885	22	1	2	6	7	20	3
5886	22	2	1	6	7	20	3
5887	22	1	1	6	7	20	3
5888	22	1	3	6	7	6	3
5889	22	1	8	6	7	20	3
5890	22	2	8	6	7	20	3
5891	22	1	8	6	7	8	3
5892	22	2	17	6	7	8	2
5893	22	2	5	6	7	7	2
5894	22	1	8	6	7	16	3
5895	22	1	8	6	7	1	3
5896	22	2	9	6	7	9	3
5897	22	1	9	6	7	4	3
5898	22	1	19	6	7	12	3
5899	22	1	19	6	7	8	3
5900	22	1	19	6	7	20	3
5901	22	1	19	6	7	6	3
5902	22	1	19	6	7	10	3
5903	22	2	19	6	7	6	2
5904	22	2	19	6	7	6	3
5905	22	2	19	6	7	8	2
5906	22	2	19	6	7	10	2
5907	22	2	19	6	7	10	3
5908	22	2	19	6	7	8	3
5909	22	2	19	6	7	20	3
5910	22	2	19	6	7	11	3
5911	22	1	19	6	7	20	1
5912	22	1	19	6	7	6	1
5913	22	1	19	6	7	20	2
5914	22	1	19	6	7	8	2
5915	22	1	19	6	7	12	2
5916	22	1	19	6	7	6	2
5917	22	1	19	6	7	8	1
5918	22	2	19	6	7	12	2
5919	22	1	19	6	7	10	2
5920	22	1	19	6	7	10	1
5921	22	2	19	6	7	20	2
5922	22	1	19	6	7	7	2
5923	22	1	19	6	7	3	2
5924	22	2	19	6	7	10	1
5925	22	2	19	6	7	8	1
5926	22	1	19	6	7	2	3
5927	22	1	19	6	7	12	1
5928	22	1	19	6	7	16	3
5929	22	1	19	6	7	13	3
5930	22	2	19	6	7	12	3
5931	22	1	19	6	7	7	3
5932	22	2	19	6	7	7	2
5933	22	1	19	6	7	1	3
5934	22	2	19	6	7	11	2
5935	22	2	19	6	7	12	1
5936	22	1	19	6	7	13	2
5937	22	2	19	6	7	6	1
5938	22	2	19	6	7	15	2
5939	22	1	19	6	7	2	2
5940	22	1	19	6	7	1	2
5941	22	2	19	6	7	20	1
5942	22	2	19	6	7	9	2
5943	22	2	19	6	7	7	3
5944	22	2	19	6	7	15	3
5945	22	2	19	6	7	17	2
5946	22	1	19	6	7	1	1
5947	22	1	19	6	7	3	3
5948	22	2	19	6	7	3	3
5949	22	1	19	6	7	3	1
5950	22	2	19	6	7	11	1
5951	22	1	19	6	7	16	1
5952	22	2	19	6	7	15	1
5953	22	1	19	6	7	16	2
5954	22	1	19	6	7	4	2
5955	22	2	19	6	7	16	2
5956	22	2	19	6	7	3	2
5957	22	1	19	6	7	7	1
5958	22	2	19	6	7	16	3
5959	22	1	19	6	7	4	3
5960	22	1	19	6	7	4	1
5961	22	2	19	6	7	9	3
5962	22	1	19	2	7	20	2
5963	22	1	19	2	7	8	2
5964	22	2	19	6	7	17	3
5965	22	2	19	6	7	9	1
5966	22	1	19	6	7	2	1
5967	22	2	19	6	7	2	2
5968	22	2	19	6	7	1	3
5969	30	2	19	2	7	8	1
5970	22	1	19	2	7	20	3
5971	26	2	20	6	3	15	2
5972	22	2	19	6	7	3	1
5973	22	2	19	6	7	1	1
5974	22	1	19	4	7	20	3
5975	22	2	19	3	7	20	3
5976	22	1	19	3	7	20	3
5977	6	2	20	3	7	20	2
5978	6	2	20	3	7	20	3
5979	6	2	18	3	7	20	3
5980	1	1	18	3	7	20	3
5981	6	2	15	6	7	20	3
5982	1	1	18	6	7	20	3
5983	6	2	15	6	6	20	3
5984	1	2	18	6	7	20	3
5985	6	2	11	6	7	20	3
5986	6	2	16	6	7	20	3
5987	6	2	11	6	6	20	3
5988	6	2	11	6	7	20	1
5989	6	2	13	6	7	20	3
5990	6	2	13	6	6	20	3
5991	1	2	11	6	7	20	3
5992	6	2	11	6	6	20	1
5993	6	2	12	6	7	20	3
5994	1	2	12	6	7	20	3
5995	1	2	13	6	7	20	3
5996	1	2	11	6	6	20	3
5997	6	2	7	6	7	20	3
5998	6	2	7	6	6	20	3
5999	1	1	18	6	7	8	3
6000	6	2	15	6	7	8	3
6001	6	2	15	6	6	8	3
6002	1	2	15	6	7	20	3
6003	1	1	18	6	6	20	3
6004	1	1	18	6	6	7	3
6005	1	2	15	6	6	20	3
6006	6	2	15	6	6	6	3
6007	6	2	9	6	6	6	3
6008	1	1	9	6	6	6	3
6009	6	2	9	6	6	20	3
6010	1	1	9	6	6	10	3
6011	6	2	9	6	6	10	3
6012	1	1	9	6	6	20	3
6013	6	2	17	6	6	8	3
6014	1	1	9	6	6	8	3
6015	6	2	9	6	6	8	3
6016	6	2	17	6	6	6	3
6017	6	2	9	6	6	12	3
6018	1	1	9	6	6	12	3
6019	6	2	17	6	6	12	3
6020	1	2	17	6	6	20	3
6021	6	2	17	6	6	11	3
6022	1	2	17	6	6	8	3
6023	6	2	9	6	6	8	2
6024	6	2	9	6	6	11	3
6025	1	1	9	6	6	20	1
6026	1	1	9	6	6	20	2
6027	6	2	9	6	6	20	2
6028	1	1	9	6	6	10	2
6029	6	2	9	6	6	10	2
6030	1	1	9	6	6	10	1
6031	6	2	9	6	6	10	1
6032	1	1	9	6	6	8	2
6033	1	1	9	6	6	6	2
6034	6	2	9	6	6	6	2
6035	6	2	17	6	6	10	2
6036	1	1	9	6	6	8	1
6037	6	2	9	6	6	8	1
6038	6	2	9	6	6	20	1
